room_number,reviewer,review_content,review_rating,review_date
50556,funny0708,친절하게 마중나와주신 여사장님~따라 골목으로 들어가니 우리가 하루 머물 한옥혜윰..예쁜꽃들로 마당이 꾸며져있고..조용하고 따뜻하게 잘수있는 방으로 배려해서 챙겨주시고~^^,5.1,3개월 전
50556,반직업적인소면,"비교적 자주 방문하는 전주인데, 이번에는 아끼는 친한 동생과평일 여행으로 다녀 왔어요. 많은 숙소 중에서 ""잔디밭 마당""이 한눈에 들어와 선택한 <한옥혜윰> 덕분에 이번에도 즐거운 추억을 많이 남기고 돌아 왔답니다. 혜윰은 '생각'의 순우리말이라고 설명해 주시던 친절하신 사장님의 모습이 눈에 선~하네요:) 깔끔함의 끝판왕인 방과, 부드러운 향기와 뽀송뽀송함이 넘쳐났던 침구류 등 아담하지만 곳곳에 애정이 듬뿍 담겨있는 곳이라는걸 저절로 느낄 수 있었어요. 처마 끝에서 아래로 떨어지는 기분좋은 빗소리를 들으며 꿀잠 잤던 밤, 오랫동안 기억에 남을 듯 합니다. 동생과 제 여행을 더욱더 빛나게 해 준 <한옥혜윰>!!! 다음에 또 오자고, 동생과 약속했어요❤️",2.0,6개월 전
50556,프동,엄청 깨끗하고 사장님도 친절하시고 너무 좋았어요 독채라 소음 걱정도 없고 마음껏 놀았습니다!,6.0,26일 전
50563,통통퉁퉁,추가인원 전화드리는걸 깜빡했는데 먼저 전화로 물어봐주셔서 좋았습니다 방도 깔끔하고 방음도 잘되고 개별바베큐도 좋았습니다 위에2명 아래 2명 자니까 딱 맞았는데 새벽에 나무계단 밟으면 소리가 너무커서 가족들이 깨는 단점말고는 다 좋았습니다,7.3,4개월 전
50563,8618549,이보다더좋을순없다! 관리가너무나잘된 곳! 너어므깨끗해여 수영장도 너어므좋구 바베큐숯도 진짜좋구여 자주놀러오구시픈곳! 주위에 소개해도 조은곳! 정말잘놀다왔습니다!,8.0,5개월 전
50563,하얀색파수꾼,넘 잘 이용하고가요 ㅎㅎ 담에도 놀러갈게요,8.6,5개월 전
50568,서른여섯살버드나무,"사장님 친절하시고 시설, 방도 좋았습니다 수영장도 커서 잘놀았어요",10.0,6개월 전
50568,토깽읻,1.이순신광장이 2분거리네요 가깝군요 2.낭만포차거리도 가까워요 3.백종원이 다녀간 식당들도 7분거리 4. 벽화마을도 3분거리 5.카페거리까지 5분 다 걸어서 갈수있는거립니다,10.0,1년 전
50568,토깽읻,이쁘네요 아기자기하고요,10.0,2년 전
50568,마라도잠수함부여,"진남관 버스 정류장에서 도보로 1분거리에 위치하여 교통도 편리하고 주변 관광지와도 도보 5~10분거리여서 이동하기 편했습니다. 신축건물이라 전체적으로 굉장히 깨끗하고 인테리어도 세련되었습니다~~ 다른 게스트하우스와 다르게 1층 로비가 24시간 개방되었고, 조식시간도 길어 여유있게 움직일수있었어요~ 도미토리룸을 이용했는데,인테리어와 침구가 무척 예쁘고 깔끔했습니다. 개별 콘센트와 독서등이 있어서 좋았고, 화장실도 넓고 깨끗했습니다~~ 여수에서 가본 게스트하우스 중 가장 깨끗하고, 예쁜 곳이었어요~",9.2,2년 전
50568,베네수엘라,갈때마다 쾌적하고 깨끗해서 이용하기 좋아요~~가격도 저렴한편이고 .pc 이용도 가능해서 더 알차게 쉬다 갈 수 있었어요~ 다음에도 또 이용할게요! 편하게 쉬다갑니다!!!!!!!!!!!!,1.6,7일 전
50572,78세어른,서른여섯살버드나무님 안녕하세요. 저희 숙소를 이용해주셔서 진심으로 감사드립니다. 자주 오셔서 편히 쉬시다 가실 수 있도록 항상 꼼꼼하게 객실 관리를 해놓겠습니다. 앞으로도 많은 이용 부탁드리겠습니다.,8.0,6일 전
50572,쥬니릉,"역시나 너무 너무 따뜻하고, 늦은 시간에 대실도 가능하고 직원분도 넘넘 친절하세요 !! 방 안도 너무 깔끔하고 향도 좋아요!! 다음에 또 방문하고 싶은 호텔이고 바로 앞에 버스정류장이 있어서 넘넘 편리했어용 ㅎ",10.0,13일 전
50574,고은이네,토깽읻님 안녕하세요. 저희 숙소를 이용해주셔서 진심으로 감사드립니다. 자주 오셔서 편히 쉬시다 가실 수 있도록 항상 꼼꼼하게 객실 관리를 해놓겠습니다. 앞으로도 많은 이용 부탁드리겠습니다.,10.0,11일 전
50574,탁치고,오랜만에 갔는데 방이 무슨 찜질방 보다 더 했어용 ㅋㅋㅋ 너무 따뜻했고 깔끔했어요 !! ❤️ 인테리어도 좋았고 아늑하니 괜찮았어요 직원분도 너무너무 친절하시고 다음에 또 재방문 하고 싶은 곳이에요!,9.1,21일 전
50574,박지만3,"남자친구와 기념일여행이라 비가 엄청 많이 오는 날임에도.. 그래도 갈꺼라고..!! 굳은 의지로 방문했습니다 ㅋㅋ 그래도 다음날 비가 그치고 햇빛이 떠서 첫 날 못가본 관광지도 가고, 추억도 남길 수 있어서 너무 좋았어요 ㅎㅎ 머물었던 숙소가 너무 좋고 좋은 서비스를 주신 사장님께 감사해서 더 꼼꼼하게 적고 싶네요!!! :) *시설 : 사진으로 보이는 것보다는 좀 좁았지만 없는게 없는. 있을건 다 있는 숙소였어요. 원목느낌의 인테리어라 추운겨울날씨에 따뜻하고 아늑한 분위기가 나구요~ 실제로도 난방이 잘되서(온도 조절 가능) 엄청 따뜻해용ㅎ 옷걸이 4개로 넉넉하고 기본적인 어메니티(샴푸, 린스, 바디워시, 치약, 일회용칫솔, 드라이기, 빗 등) 완벽하게 비치되어 있구요. 아주 하얀 수건 4장 있음! 온수는 밤에 콸콸 잘 나왔는데 아침엔 저희가 난방기 조절을 잘못한건지 15분정도 있다가 나왔어요 그래도 괜찮!!! 레이디님들 화장하기 좋게 화장대도 있고. 침대도 너무 푹신, 물렁하지도 않고 딱 좋았어요. 꿀잠. 전기장판은 저의 필수템인데 그것도 되어있어서 환호 ! 조명도 센스있게 군데군데 해놓으셔서 필요한 불만 켜놓고 있었어요. 개인 베란다(?) 바베큐 할 수 있는 곳에 슬리퍼 3개나 비치되어있어요. 근데 비가와서 바베큐는 안내해주신 실외 바베큐장에서 했구요~ 다 막혀 있었지만 겨울인지라 바베큐장이 좀 추웠는데.. 그래서 바베큐 바로 앞에서 먹었어용 ㅋㅋㅋ 짱맛. (먹고있으면 고양이들 세마리 오던데 ㅎㅎ) 도보 3분 거리에 편의점 있어서 간식 사기 딱 좋았구, 날씨가 화창했으면 뷰가 장난아니었을것같아요.. 비안오는 아침, 꼬롬한 날씨에도 뷰가 좋았어서.... 더 없나... 요까지.. ㅎㅎㅎ *청결 : 청결! 짝짞짞!!! 저는 좀 청결에 민감한 편인데... 숙소가 너무 깔끔하고 좋았어요. 화장실도 어쩜그리 깨끗한지 !!! 한가지 2% 아쉬운것은 주방용기 중 집게 안 쪽에 때가 껴있었어요ㅠㅠ 한번만 확인부탁드려요ㅎㅎㅎ 그래도 청결이 98프로라면.. 뭐..!! 100프로 완벽한거라 생각합니다 흐흐 *서비스 : 서비스는 활어회와 아침 전복죽 조식이면 말 다한거 아닌가... 라고 생각되네요. 손님들마다 제공해주시면 남는게 있으신가요.. 숙박 가성비도 짱인데.. ㅠㅠ 흑 그래도., 변치말고.. 이 서비스는 계속 운영해주세요ㅋㅋ 너무 감사해요.. 활어회가 어쩜 그렇게 살이 꼬들꼬들하고 맛있는지...!!!!! 먹으면서 남자친구는 계속 감탄했어요 ㅋㅋㅋㅋ 소고기보다 더 맛있다면서 ㅋㅋㅋㅋ (흥분) 그리고 조식메뉴 전복죽과 사과 샐러드와 호박전, 김치도 최고였어용 ... 손이 크신지... 양도 많이 주시고 호박전도 얼굴보다 훨씬 크게 부쳐주시고 ㅋㅋㅋ 다 너무 좋았어요.. (활어회는 하루 전에 전화해서 요청드렸고, 조식은 말씀안드려도 주시네요 ! . 그리고 기본, 당연히, 퇴실할때 쓰레기통 비우고 분리수거 하구 갔는데ㅎㅎ 저희는 정리한다고 정리했는데... 지저분했죠..?ㅠㅠ 흙 암튼~ 남해 첫 여행이었는데. 좋은 사장님과 좋은 숙소로 좋은 추억 또 쌓아갑니당ㅎㅎ 새해 복 많이 받으시구요~ 번창하세요!!!!!",10.0,1년 전
50574,임맹규,정말 재미잇게 놀다가요 뷰도좋고 사장님들도 친절해요,10.0,1년 전
50574,성빈최고,전형적인 시골모텔이다 그래도 깨끗하고 최고의 가성비 걸려있는 액자까지 똑같음 게시된사진에 거짓이 없음,1.0,1개월 전
50576,8958962,가성비가 끝내줍니다,10.0,15일 전
50577,적색각하,가성비 굿 시설도 굿,9.4,8개월 전
50577,친절한마구,섬진강 자전거 여행중 편히 쉬다갈 수 있는곳... 바로옆 화개장터도 구경하시고... 매년 이맘때면 찾아옵니다,9.3,11개월 전
50577,티링딩,임맹규님 안녕하세요. 매년 방문해 주셔서 감사합니다 즐거운 봄날 보내십시요~^^,10.0,10개월 전
50577,아기야,시설은 오래되어서 그저그랬어요 허나 관리하시는 어주머니가 친절하셔서 좋았어요,10.0,1년 전
50577,전격적인키보드,사장님이 정말 친절하셨어요. 감사합니다. 너무 잘 묵고가요. 다음번에 또 갈거에요!,10.0,1개월 전
50579,,사장님께서 신경써주셔서 잘있다왔습니다 숙소앞 강뷰도 좋아서 아침에산책잘햇습니다,8.7,4개월 전
50586,오우어아우엉,깨끗하고 좋았습니다 앞에 계곡에서 놀기도 너무 좋구요 다음에 또 오고싶네요 야외 바베큐장 의자에 벌레랑 거미가 좀 많네요 ㅠ,10.0,4개월 전
50586,멍청,감사합니다. 펜션 주변에 수시로 살충제를 뿌리는데도 시골이고 강가이다 보니 모기 등 벌레가 있네요. 앞으로 좀더 신경써서 방제하도록 하겠습니다.,7.6,4개월 전
50586,으스스한유령해파리,친절한 사장님 덕분에 정말 잘쉬었다 왔어요. 조용해 물흐르는 소리가 더욱 크게 들려와 좋았어요. 번창하세요~^^,10.0,10개월 전
50586,최로빈,,10.0,
50586,다분한동물,가격이 저렴한데 방이 정말 정말 좋아요 화장실도 너무 예쁘고 침대도 커요 인테리어가 너무 마음에 들었어요!!,9.8,6개월 전
50588,83세가공철도,오우어아우엉님 안녕하세요. 저희 브라운도트를 방문해 주셔서 감사드립니다. 마음에 드셨다니 저희도 흐뭇합니다. 즐거운 주말 보내십시요 즐겁고 행복한 하루하루 보내십시요,10.0,6개월 전
50588,레모네이드라,와아ㅏㅏ아아아ㅏ아아아아ㅏ아아라아아아으ㅡ아아나나나라아ㅏ안전 까지는 아니고 그럭저럭 좋았습니다. 다만 가운이 좀 더럽다는 점을 빼면요 ㅠ 가운이 더럽더군요. 수건도 빨간 양념자국 묻어있었는데.. 그래도 뭐 다른 부분에서는 청결했던거 같습니다.,10.0,10일 전
50588,파키스탄헥토르,멍청님 안녕하세요. 저희 브라운도트를 이용해 주셔서 감사드립니다. 청결부분에 미흡한 부분 또한 불편함을 드려 정말 죄송합니다. 앞으로는 그런 부분이 없도록 열심히 노력하겠습니다. 즐거운 오후 되십시요...,10.0,10일 전
50588,구름이이,"다른 지점 브라운도트 방문해본 뒤로 괜찮을 것 같아서 예약했습니다! 조식 시간을 못맞춰서 못먹었지만.. 시설은 좋았습니다. 욕조도 괜찮았고, 전체적으로 깔끔해서 맘에 들었습니다. 재방문 의사 있습니다. 주차공간도 적당했고, 주차장에서 사진처럼 오리? 같은걸 볼 수 있었어요ㅋㅋㅋ 근처에 스타필드가 있어 들르기 좋았습니다.",10.0,15일 전
50588,추리마왕,카라반 내부는 낡았음. 관리를 안하는 것 같음. 하지만 고객응대 및 서비스는 좋았음,10.0,5개월 전
50596,사랑바위돌고래,일회용 수세미가 비치되어있으면 좋겠어요! 또는 구매 사장님 엄청나게 친절하시고 친구들과 재미있게 놀다가 갑니다! 시설도 무난하고 좋아요^.^ 단점은 아침에 전투기가 엄청나게다니네요,10.0,9개월 전
50599,불법적인소만두,시설은 전체적으로 괜찮습니다. 바베큐하려고 숯을 2만원이나 주고 구매했는데 불붙이려면 가스를 사야합니다ㅎㅎ 불만 붙이는데 가스를 한통이나 사기 강매구요ㅎㅎㅎ거기에 카드는 안되고 현금결제만 된다고 하니 탈세도 제대로구요ㅎㅎㅎㅎ,10.0,9개월 전
50599,원준원준,"너무 좋았어요ㅠㅠ 친절하시고, 불도 미리 데워주셔서 정말 방이 따뜻해요!! 글램핑이 이렇게 따숩고 좋은지 몰랐어요 '0' !! 다음에 또 방문할게요!",10.0,1년 전
50599,부러운쨈,너무 좋아요~! 방이 따뜻하고 깔끔해요. 잘 놀다갑니다^^,10.0,1년 전
50599,부러운쨈,너무맘에들었습니다 사장님도 친절하세요,10.0,1년 전
50599,부러운쨈,포천에 일때문에 급하게 내려갔다가 생각한것보다 괜찮아서 잘쉬다가 갑니다. 카운터에 계시던 직원분께서도 친절하시고 모텔자체가 깨끗해서 놀라웠습니다. 방도 깨끗하고 불편함 없이 쉬고 퇴실도 여유가있어서 좋았습니다.,10.0,9일 전
50609,성민이엄마,포천에 올때마다 이용하는곳입니다. 공기 좋코 카운터 아쟈씨 친절하고 주차장 정말 넓죠. 시설도 이 정도 가격이면 괜찮은거 같아요. 따뜻하고 와이파이 잘 되고 화장실도 깔끔하게 잘 자고 갑니다,10.0,17일 전
50609,미옥사랑,너무 자주 이용해서 후기도 자주 쓰네요 ㅎㅎㅎㅎㅎ 팔레스는 항상 믿고 가요~ 친절하시고 번화가에 있지 않아서 조용한 산속에서 힐링하다가 가는 느낌입니다 ㅎㅎㅎㅎ 조만간 또 이용할게요,10.0,26일 전
50609,꿈5,잘 쉬고 갑니다~ 이번에 묵을땐 열풍기가 있는 방에 묵었는데 가장 추운날이었어서 확실히 더 따뜻하게 쉴 수 있어서 좋더라구요 ㅎㅎ 잘 머물다가 갑니다! 항상 깨끗하고 좋아요~ 반창하세요,9.1,1개월 전
50609,시꺼먼올블랙고양이,여기 완전 단골 됐네요 깨끗하고 조용하고 참 좋아요 ㅎㅎ 그래서 며칠씩 머물다가 가는데!! 한가지 부탁이 있다면 안보이는 곳도 청소 좀 부탁드리겠습니다!! 창틀에 누가 담배를 피고 재를 털어놨는지 담뱃재가 많이 떨어져있더라구요ㅜㅜ 창문 열기 전까지 몰랐는데 열고 보니 ㅜㅜ 신경 조금만 더 써주세요 항상 잘 머물고 갑니다!,10.0,1개월 전
50609,둥둥9,펜션내부가 오래되긴 했지만 깔끔하고 펜션안에 그네도 있고 수영장도 있고 계곡도 가까워서 좋았어요^^ 사장님 내외분들도 친철하세요!!,10.0,5개월 전
50611,쿠키가뱉은사과,공기좋고 계곡물너무좋고 아이리스방 앞에서 바로 바베큐먹을수있어서 좋았고 개별바베큐이긴한데 옆방옆방이바로붙어서조금은 불편할수도 있어요 참고하세요 베란다앞에서 바로 계곡내려가는곳이리편하고 너무질쉬다가 왓어요 이틀동안 주인내외분 친잘하게 잘대해주시고 김사합니다 또 방문할계획있을때 꼭 재방문할께요 잘쉬디가옵니다,10.0,6개월 전
50611,갱자는여행쟁이,주인내외분 친절하십니다 바베큐 숯도 정말 좋았습니다 지인들과 정말 오랫만에 공기좋고 물소리에 새소리에 힐링하고 왔습니다,10.0,7개월 전
50611,갱자는여행쟁이,주인분도 친절하시고 펜션바로 앞에 강가가 있어서 너무 좋았어요~ 바로 물놀이도 할수있고 바베큐 하면서 물놀이 할수도 있구요 ㅎㅎ 펜션 입실해서 침대옆에 탁자를 보니 머리카락이 있어 청소가 쫌 그랬지만 그 외에는 괜찮았습니다~~! :),10.0,7개월 전
50611,영산백골이,객실도 깔끔하고 바로 앞 계곡이라 너무 편하고 사장님이 너무 친절해요 칼국수끓이셔서 맛보라고 서비스도 주시고 잘 쉬고 잘 놀다 왔어요,10.0,8개월 전
50611,해운대임금,인테리어나 조명 군더더기 없이 깔끔하고 좋아요. 모텔 특유의 냄새도 없어요. 침구류도 집 이불 같고 좋아요. 다만 방음은... 옆방 아저씨 코고는 소리 들리네요 (잘 주무신듯),10.0,2개월 전
50620,기발한찔레나무,"이름 귀여워요 ㅋㅋㅋ방 아담하지만 사장님 친절하시고 깔끔해요 욕조가 있는데 청소가 말끔히 잘되어 있어서 잘 이용 ㅇ하고 왔습니다 다만 침대가 포근한맛은 없네요 코로나 때문에 배달 시켜먹었는데 멀다고 배달비만 11,000원 호구됨",9.1,2개월 전
50620,쌔에엠엠,컨디션에 비하면 가격이 좀 비싼거 같긴한데 사장님도 친절하시고 청소도 잘되어있었어요 온돌로 변경했는데 보일러가 아니라 판넬?전기로 하는거였고 그래도 따뜻하게 잘 잤어요 근데 베게에서는 냄새가 나더라고요 다른사람 체취같은게 그래서 수건 깨끗한거 깔고 겨우 잤네요,10.0,2개월 전
50620,리뷰닉네임이미,방이 추웠습니다~~침대에 전기요 같은것도없구. 침대주변에 콘센트가없어서 핸드폰 충전하면서 사용하기가 불편했어요.,10.0,2개월 전
50620,이경민,생각보다 깔끔하고 따뜻하고 좋았습니다 하지만 수압은 리뷰처럼 약하네요,8.0,2개월 전
50620,산으로간미모투덜이,예전부터 가고싶었는데 늘 예약이 꽉차있더라구요 청결하고 뷰가~~ 끝내줍니다 바베큐는 안해도 음식사와서 해먹기 좋아요 식기류도 잘 갖춰져있고 전자랜지 있어서 편의점음식 사다먹기도 했어요 난방도 잘되고 화장실도 두개라 4명 지내는데 불편하지 안았어요 퇴실시 커피 서비스도 감사했습니다 양양가면 또 가고싶어요,10.0,20일 전
50623,E런들,"사장님의 친절한 설명으로 처음 방에 들어왔어요 들어오자마자 보이는 시원한 뷰와 넓고 깨끗한 방 깔끔한 인테리어가 한 눈에 들어왔어요 보통 펜션은 식기구들을 다시 한번 닦아 써야 마음이 놓였는데 여기있는 모든 식기구들은 너무 깨끗하게 정돈되어 있었어요~ 저녁에 파도 소리 들으며 먹은 바베큐는 잊지 못할 맛이었습니다! 침대도 편해 잘 잤어요 하루동안 편안하게 쉬다오기 너무 좋은 숙소로 추천 드립니다 :) 카페에서 베이글과 프레즐, 커피가 무료로 제공되어 아침으로 먹기에도 좋아요~! 친절한 사장님 감사합니다♡ 잘 머물렀어요~",5.3,1개월 전
50623,교시시,뷰도 환상이고 친절하시고 깔끔하고 모든게 완벽했어요,5.3,1개월 전
50623,체스체스,파니아토 두번째 방문인데 세문째방문할 계획을 짜야겟습니다 ㅎㅎ,8.8,2개월 전
50623,석돌석돌,조용해서 편안하게 쉬다 왔네요 바다가 바로 보여 넘 좋았구요 루프탑이 높아서 일출 감상하기 제격이었습니다 바닷가 앞이라 혹시나 습기 때문에 곰팡이 걱정했었는데 잘 관리하신듯 룸에서 쾌쾌한 냄새도 없고 깔끔했어요 양양 간다는 지인에게 추천해주었네요~,10.0,3개월 전
50629,달래꼬모,시설은 오래됐지만 깨끗하고 주인장분이 친절하세요. 즐거운 여행이였습니다.,10.0,5개월 전
50629,중앙아프리카에버튼,친정하시고 정말 좋았어요!,10.0,1년 전
50629,달님제맘알죠,저렴하게 이용한만큼 큰 기대는 하지않고 하루 이틀 즐기시는 마음으로 이용하시면 될듯합니다,10.0,1년 전
50629,아따맘마아리동동,시설만족하고 청결도도좋았습니다,,2년 전
50629,아따맘마아리동동,"20대 시절을 청소년지도사로 경주에서 청춘을 다해 일하며 제2의 고향이 되었는데 결혼후 1년에 한번 겨울에만 가게 되는곳이였어요.. 그러다 어느순간 전직장 사장님이 너 역사 좋아하니 전북도 가봐라 안가본곳으로..라는 한마디에 당장 군산으로 고고하자 세대주야~ 그리하여 해마다 경주를 가게되면 일부러 1박2일은 군산에 머물게 되네요.. 올해도 경주에서 출장겸 여행후 군산으로 왔네요 전에 군산에서 숙박이 조금 아쉬웠었는데(담배 냄새에 새벽2시에 고성방가하시는 우연찮게 ""링스모텔"" 알게되어 숙박했는데 완전 감동감동^^ 드라이기는 물롱 스타일링(고데기)까지 갖춰있고 욕실과 화장실이 다른룸~독립적인 공간이라 편했어요 방이 너무 절절 끓어서 수건도 적셔서 널었는데도 건조하더라고요 결국은 나중에 저희 방 온도 22도로 내려달라고 부탁드렸어요 집에서 20도까지만 보일러 틀고 끄는 집이라 모텔이 덥더라고요.. 깔끔하고 군더더기없이 너무 잘 쉬다왔어요^^ 1층에는 원두커피와 컵스프2가지..과자 종류등 자유롭게 먹을수있도록 비치 되어있어요.. 저희는 원두커피 한잔과 초코파이 하나만 먹었어요^^ 너무 만족한 여행이였어요 늘 부모님들 모시고 여행다니는데 다음에 코로나가 잠잠해지면 부모님 모시고 군산 여행 오려고요.. 그러면 꼭! 링스에서 묶을거예요^^ 덕분에 잘 쉬다 올라왔어요~",9.6,7일 전
50630,스마일리우,링스 모텔을 예약한 이유는 강아지와 동반이 가능해서 예약했습니다. 군산에 이곳 한군데 밖에 없더군요 우선 강아지랑 같이 보내기에 너무 안락했습니다. 허나 흠잡을곳이 몆곳 있었어요 일단 저희가 밥을 먹으려고 침대 옆에있던 테이블을 옮겼는데 담배가루와 물병 병뚜껑이 떨어져있었습니다. 사람이 지냈으면 그려려니 했겠지만 강아지와 같이 간 입장으로써 맘이 좋지않았습니다. 그리고 물의 수압이 따뜻한물로 돌릴수록 악해졌습니다. 하지만 강아지와 같이 가기에는 최고의 모텔입니다.,9.6,24일 전
50630,스마일리우,중앙아프리카에버튼님 안녕하세요. 링스입니다. 불편함도 있으시고 좋은 점도 있으셨네요! 불편한 점에 대해서는 죄송합니다.. 항상 청결하게 하려 노력하고 있는데 약간의 청결이 부족해 아쉬움이 남습니다.. 그래도 좋은 후기 남겨주셔서 감사합니다! 더욱 노력하는 링스가 되겠습니다! 감사합니다:),8.6,16일 전
50630,power00,"사진과 실제 방이 같습니다. 주방이 필요 없어서 잠만 잘 수있는 애견동반 모텔을 찾고 있었고 블로그 후기보고 검색해서 예약하게 되었는데 애견과 머물기 가격대비 훌륭합니다. 1 애견동반 추가금액 없어 좋음. 2 애견용품(패드, 그릇.등..) 없음.방문자가 준비 (어설픈것 보다 없는게 나음.청결문제로 있어도 안씀) 3 주차장 넓음.엘베 있음.건물,룸 상태 좋음.화장실 물때 없이 깨끗~건조상태 좋음. 친절함. 4 7층 머물~수압 좋음.온수 변경 없이 잘 나옴 5 가구단지라 주변상권 없지만 배달 가능 음식 엄청 많음. 6 층간소음 (쿵쿵,...)조금 있음. 7 방 따뜻함.좀덥다 싶을정도로.건조해서 수건 적셔서 널고 잤는데 아침에 다 마름. 8 배게 1인2개 였으면 좋겠음.재방문 의사 있음.",10.0,1개월 전
50630,스마일리우,달님제맘알죠님 안녕하세요. 링스입니다! 정..말정말 너무 좋은 후기 감사드립니다. 진짜 이렇게 좋은 후기 남겨주신거 20년도 들어 처음 받는듯합니다. 정말 너무 감사드립니다! 항상 노력하는 링스가 되겠습니다! 감사합니다:),10.0,1개월 전
50630,제니지영,잘 이용하고 있습니당,8.9,2개월 전
50632,하니리내꺼,좋습니다ㅎㅎㅎㅎㅎㅎ,6.0,2개월 전
50632,홍웅,조금 외진곳에 있긴 하지만 깨끗했어요,9.3,2개월 전
50632,실용적인애기똥풀,자주 이용하는 곳이에요,6.6,3개월 전
50632,서른살맥스,"깨끗하고 넓고 따뜻하여 너무 좋았습니다! 침대 또한 넓어서 편안하게 잘 쉬다가 갑니다!ㅎ 다음에 춘천에 또 놀러 오게 된다면, 다시 한 번 더 올 의사가 10000%입니다",10.0,3개월 전
50632,서른찰거머리,객실 너무 따뜻했고 전체적으로 깔끔 친절....창가로 보이는 풍경도 여유롭고 잘 쉬고왔습니다.,10.0,3일 전
50633,또띠뚜뚜,치맥세트 스테이타워 S25 콘도형이용했는데 우선 저희가 배정받은 층은 1층이구 엘베에서 제일 가까운 방으로 주셨는데 1층이라 걱정하고갔는데 생각보다 맘에들었어요! 시설도 리뉴얼됐다고해서그런지 깔끔하고 좋았어요 코로나때문인지 호텔이런데보다 더 사람마주치기 힘들정도로 여유로워서 좋았어여 게임하는데도 잇구 코로나아님 진짜 여러가지 즐길거리 먹거리 있어서 몸이랑 짐만 챙겨오면 될거같아여 아 대신 제가 묵은방 구조는 화장대가 없어서 불편햇어요 콘센트잇어도 거울이 없구 화장실도 비대용 콘센트하나만잇어서 화장실도 불편하고 그거말고는 다만족입니다 아 치킨은 살이 빨갛더라그요 찜찜해서 먹다 버렷어여ㅠㅠ,10.0,4일 전
50633,여행러버네,"연말 숙소를 급하게 알아보던중 작년 여름에도 이용했던 스플라스리솜으로 예약하였습니다! 첫번째로 스플라스리솜을 선택했던 가장 큰 이유는 가격! 가장 극성수기인 크리스마스당일임에도 불구하고 십만원 중반의 저렴한 가격으로 이용하였습니다! 다른 숙소들은 20-30만원대...🥲 그렇다고 저렴하다해서 숙소의 퀄리티가 떨어지지 않고 대만족이였어요!😍 제가 작년여름에 사용하던곳은 리모델링이 되지 않은곳이라 오래된 느낌이 있었지만 이번에 예약한곳은 새로 리모델링하여 콘도형이지만 아주 깔끔하고 오피스텔, 소형아파트에 온 느낌일정도로 아주 깔끔하고 분위기가 좋았습니다! 덕분에 연인과 크리스마스분위기 제대로 내며 행복한 연말을 보냈어요☺❤ 화장실도 말해뭐해 너무 깔끔했구요 직원분들도 친절하시고 다음에도 재방문의사 백프로입니다!!💯 다만 아쉬운점이 하나있다면 조리기구가 조금 더럽더라구요...처음에 가위가 고추가루가 뭍어있어 그럴수있지 하면 그냥 씻어서 썼는데 국자를 쓸려고보니 음식물 건더기 하나가 말라 붙어있더라구요..🥲요부분만 더 신경써주세요!🙂",9.2,1개월 전
50633,ophelia3,아이와 함께 머물기에 깨끗하고 쾌적하고 좋았어요 치맥세트+숙박 으로 구입한건데 치킨이 덜익어서... 퇴실할때 로비에 말씀드리기도 했는데 개선이 필요해보이네요 동그라미친부분이 그나마 먹을만한 정도였고 그 옆은 살들이 빨개서... 아이는 그만먹게 했네요 이것만 빼면 만족했어요,10.0,1일 전
50633,예쁘다영,가족들과 함께 방문했습니다 숙소는 깔끔하고 넓었으나 코로나로 인해 이용할 수 있는 부대시설들이 너무 적었어요(그렇다고 가격이 착하지도 않았어요) 그리고 이른 아침부터 난방을 껐는지 너무 추웠어요 전화 하려다가 그냥 체크아웃 준비 후딱하고 나왔습니다 나중에 시설 더 오픈하면 모를까 지금은 가성비가 좀 떨어지네요...,10.0,2일 전
50633,길쭉길쭉한적자,좋아요 너무 좋아요 아이들이랑 가기 너무 좋구요 기회가 되면 부모님과 와도 참 좋을거같아요 사람이 많지않아 저희는 너무 좋았네요^^ 방도 따뜻하고 깔끔해요 스파도 물이 따뜻해서 놀기 좋구요 실매외에서 놀수있어서 만족스러워요 바다도 아이들 놀기 많이 춥지않았습니다 자주 가고싶은곳 입니다,10.0,8시간 전
50634,사과맛사과1,"굉장히 깨끗하고 직원들 모두 친절하였습니다 리뉴얼해서 그런지 엄청 깨끗하고 깔끔했습니다. 화장실에 바디워시 샴푸 헤어컨디셔너 비치되어있고, 치약칫솔은 없으니 개별적으로 준비해오시면 좋을듯요, 저흰 치약을 준비하지못해서 지하1층 편의점에서 하나샀어요. 작은건 안 팔아서 큰치약으로 샀네요, 주방엔 전자렌지가 있어서 급한건 데워먹는 정도는 되어 괜찮아요,커피포트도 구비되어있어요 오션뷰라 문열면 바다라 어찌나 좋았던지~~~ 부대시설도 리조트 옆 건물에 다 있어서 편리했어요. 1박했는데 추가1박하고 싶을정도로 완전 쾌적하고 석양에 멋진 사진들도 찍고 가족과 좋은 추억 만들었어요!! 다음엔 단락 흑백사진관도 이용해보고 싶어요",10.0,1일 전
50634,마라도잠수함콜리,처음 가봤는데 전체적으로 깔끔했어요. 특히 침구류가 깨끗하고 포근해서 잘 때 너무 좋았어요. 음식점부터 카페까지 안에 있어서 밖에 나가지 않고도 불편함 없이 잘 지내다 왔습니다~,9.6,3일 전
